ID,Name,NumFollowers,NumFollowing,NumTracks,Verified,NextPro
U2073,XLR8R    ,192674,15,5333,Verified,Next Pro
U2074,user699384,281,0,12,None,None
U2075,assas sis,209,0,43,None,None
U2076,saghar.em,837,114,50,None,Next Pro
U2077,Riot Factory,2950,784,118,None,None
U2078,THUNDERBIRD MUSIC,17,27,2,None,None
U2079,Netsky    ,222754,8,155,Verified,None
U2080,BLVK.,20808,649,174,None,Next Pro
U2081,ibrahim    ,17337,475,53,Verified,Next Pro
U2082,UrbanStorm,791,198,51,None,None
U2083,35anj,6973,0,79,None,Next Pro
U2084,INDIGO,210,222,8,None,None
U2085,kudasai    ,48380,53,117,Verified,Next Pro
U2086,AlexGramodi,208,17,2,None,None
U2087,Trà Đào nè...:),224,149,50,None,None
U2088,Kuroimo,218,4,2,None,None
U2089,BTS    ,4376169,2,140,Verified,None
U2090,Konstantinos Ioannou,192,2,1,None,None
U2091,ShÖäiß Ånsari,142,0,1,None,None
U2092,Arkade,11351,3,84,None,Next Pro
U2093,Voodoourdick,432,5,4,None,None
U2094,Westerman,2750,6,43,None,Next Pro
U2095,Alive Naturalsound records,3541,0,245,None,Next Pro
U2096,Byghy Bunghy,21,69,0,None,None
U2097,Geoffrey Murdock    ,6902,240,6,Verified,Pro
U2098,Earl Grey,4207,531,35,None,Pro
U2099,HEYDER    ,13187,537,35,Verified,None
U2100,ANTONIO CORRAO,2787,0,110,None,Next Pro
U2101,Edy Tribal,2219,52,5,None,None
U2102,Emmii Vee,28,151,0,None,None
U2103,NTR.MND(네이쳐마인드),1263,116,51,None,Pro
U2104,jeffreyjgt,8,62,0,None,None
U2105,Republic Records Staff    ,38798,136,67,Verified,None
U2106,nixa,100,16,0,None,None
U2107,Fenix Flexin    ,19487,0,28,Verified,Next Pro
U2108,mlicasiano09,5307,0,2,None,None
U2109,Fungi,4710,607,30,None,None
U2110,Estate,5095,1931,76,None,Next Pro
U2111,EMUNE    ,48510,3,99,Verified,Next Pro
U2112,DAX    ,164380,1,193,Verified,Next Pro
U2113,Matthew McVey,3,21,0,None,None
U2114,Ziad Gehad,15,94,5,None,None
U2115,bleach,87,166,9,None,None
U2116,House-of-Deluxe,726,903,31,None,None
U2117,B-Squit,1451,78,69,None,Next Pro
U2118,Quân nguyễn,0,1,0,None,None
U2119,Talisco,4703,70,65,None,Next Pro
U2120,breez (@wyabreez),1299,18,129,None,Next Pro
U2121,Rehan Ahmed 8,902,46,26,None,None
U2122,martin.carlos,457,780,88,None,None
U2123,PlayStation Music Group,2815,4,33,None,None
U2124,xp,499,1981,117,None,Next Pro
U2125,maximiwax,66,29,5,None,None
U2126,Pluzy,1295,0,4,None,None
U2127,Samah A. Safwat,337,241,21,None,None
U2128,Dark House Estudios,2193,1312,28,None,None
U2129,Alvaro Vergara,7,2,0,None,None
U2130,CRAETION,6152,1207,51,None,Pro
U2131,djjay1,333,1,3,None,None
U2132,MoneySign Suede    ,18476,8,38,Verified,Next Pro
U2133,Hachew,141,84,12,None,None
U2134,Ninjustin,3653,0,22,None,Next Pro
U2135,𝚂𝙷𝙴𝚈𝙰𝙻,883,0,15,None,None
U2136,FlicFlac    ,197650,966,33,Verified,None
U2137,kolor,1208,213,48,None,None
U2138,Kalin and Myles    ,57887,0,42,Verified,Next Pro
U2139,isyanasarasvati,49799,2,16,None,None
U2140,detoutderiensurtoutderien,272,175,16,None,None
U2141,Exclusive Tunez Djs,3585,136,7,None,None
U2142,Ark Patrol    ,43119,95,109,Verified,Pro
U2143,Nada & Luthfi,55,0,3,None,None
U2144,Ocean Alley,16594,10,26,None,None
U2145,DAY.D,1168,98,20,None,Pro
U2146,KatyPerry    ,323309,0,233,Verified,None
U2147,Skid Row,2901,0,145,None,None
U2148,Nick Abrams,7,49,0,None,None
U2149,Sensi    ,11120,213,25,Verified,None
U2150,schmucko,622,86,16,None,None
U2151,Subtact    ,56285,392,32,Verified,Next Pro
U2152,Anto Man,105,0,3,None,None
U2153,Kareemovic,746,41,33,None,None
U2154,Kent Kramer,46,0,2,None,None
U2155,erythrina11,5,14,0,None,None
U2156,Pohan Yar Khalil,133,25,8,None,None
U2157,Young Betic <3,266,82,3,None,None
U2158,"Sir, Please",440,1,3,None,None
U2159,The Score Official    ,45440,16,84,Verified,Next Pro
U2160,Ghokie,90,3,24,None,None
U2161,User 714493088,0,2,0,None,None
U2162,Tonbee Lecter,613,12,29,None,None
U2163,Mountains of the Moon,3057,1,15,None,None
U2164,Kjuus,10187,339,22,None,None
U2165,Jonas Lechner,50,24,1,None,None
U2166,Lauren,87,76,1,None,None
U2167,KemodMusic,289,20,8,None,None
U2168,josh Scott,1167,1,1,None,None
U2169,Christina Novelli,3921,272,77,None,None
U2170,oggi setia laharjo,1,3,0,None,None
U2171,OUR CULTURE NOW    ,218352,15,128,Verified,None
U2172,S3V4,125,34,19,None,Next Pro
U2173,Soulmade / DAM,1851,56,29,None,None
U2174,UNKOW,9,108,0,None,None
U2175,watchthethrone    ,17260,0,30,Verified,None
U2176,Muh Fadli Agus Yahya,3,1,0,None,None
U2177,ade ikhwal rizky,22,124,2,None,None
U2178,Manor,890,9,16,None,None
U2179,DJ Danish Music,1687,42,6,None,None
U2180,King LeeBoy    ,8161,307,413,Verified,Next Pro
U2181,Audrey Strickland,11,67,0,None,None
U2182,C. Justice,19629,2,3,None,Next Pro
U2183,Klaypex    ,71487,10,47,Verified,None
U2184,Brandon Stubbs,5,63,0,None,None
U2185,thatsomebodyismay,142,8,1,None,None
U2186,Adventure Club    ,633339,382,116,Verified,Next Pro
U2187,Vanessa Holness,36,136,0,None,None
U2188,JayKii.Official,2972,9,9,None,None
U2189,fᴸᴼᴿᴵᴰᴼᴹᴵ    ,8223,303,74,Verified,Next Pro
U2190,Kleko,78,71,5,None,None
U2191,Mr. BoomBa,6531,1,65,None,None
U2192,User 389218842,17,39,0,None,None
U2193,Nadastrom    ,25833,360,39,Verified,None
U2194,MNEK    ,115832,176,83,Verified,None
U2195,Young Thug    ,1188159,5,404,Verified,None
U2196,Bhezink Rockabilly,0,2,1,None,None
U2197,Hustle: Rap & Hip-Hop    ,95628,116,0,Verified,Next Pro
U2198,Amanda Bachelor,57,0,1,None,None
U2199,TheScript    ,49480,0,153,Verified,None
U2200,Seclorum,55,36,1,None,None
U2201,pizzaish,98,28,4,None,None
U2202,Phunk Sinatra,3982,894,9,None,None
U2203,Doubleu,10942,113,71,None,Pro
U2204,Julietta,975,1,27,None,None
U2205,JonahBaker    ,19712,0,129,Verified,Next Pro
U2206,John Stewart,20,14,0,None,None
U2207,Brian Whitaker,7,23,0,None,None
U2208,Remix by Ajay Adam,2378,7,13,None,None
U2209,Musical Dude ☑️,1270,17,7,None,None
U2210,Zac Saber,323,46,5,None,None
U2211,dj-repucta,80,1,3,None,None
U2212,MaydayParade    ,27476,0,137,Verified,None
U2213,the lyrical channel,484,37,25,None,None
U2214,James Fauntleroy,38512,0,84,None,Next Pro
U2215,MITImusik,36,18,21,None,None
U2216,Brash Music,175,22,20,None,None
U2217,unfuucktheworld,46,229,2,None,None
U2218,JACQBLOK3100,233,0,7,None,None
U2219,chi2,4949,0,4,None,None
U2220,Lugas Lumampah,11,0,4,None,None
U2221,pax,16182,267,20,None,None
U2222,Lil Mosey    ,457094,4,76,Verified,None
U2223,Olivia Hutagalung,1296,66,19,None,None
U2224,Malaikat'maut,100,1,33,None,None
U2225,LINKIN_PARK    ,5228377,2,393,Verified,Next Pro
U2226,Arphiphu Saharatchai,3,13,0,None,None
U2227,MAMAMIA KPOP Radio,970,4,10,None,None
U2228,jeremy zucker    ,112418,338,125,Verified,Next Pro
U2229,POP SMOKE    ,1012508,2,100,Verified,Next Pro
U2230,Excision    ,576153,50,237,Verified,Next Pro
U2231,drvnkdad,10,8,15,None,None
U2232,A,47,17,3,None,None
U2233,Scady,2418,1,19,None,None
U2234,Juan RIOS    ,28698,646,146,Verified,Pro
U2235,Paradise Fears,4355,3,28,None,None
U2236,Tyler Smith,3,2,0,None,None
U2237,austin,26,2,0,None,None
U2238,Tofistock,3187,0,124,None,Next Pro
U2239,SCH,22594,0,123,None,Next Pro
U2240,The Pussycat Dolls    ,22429,0,117,Verified,Next Pro
U2241,husdgen,958,0,2,None,None
U2242,ACTION BRONSON    ,233472,0,221,Verified,Next Pro
U2243,2645 Records,1866,6,21,None,None
U2244,leebomi,9,24,19,None,None
U2245,Metin Düztepe,311,61,51,None,None
U2246,البوم ولاد الجيهة 2018,5718,0,24,None,None
U2247,Dj Hamz,726,2,17,None,None
U2248,Iwan Rheon,3558,0,23,None,None
U2249,Jake Good 4,64,9,6,None,None
U2250,VJ BULLOS,60,13,1,None,None
U2251,Anrr,87,94,8,None,None
U2252,Ongky Yosep,19,7,55,None,None
U2253,user732415183,164,1,5,None,None
U2254,Giselle World,3229,151,12,None,Pro
U2255,Roqaiation2,8834,20,4,None,None
U2256,Athena Banks,62,238,0,None,None
U2257,HOAPROX    ,56417,1491,45,Verified,None
U2258,Alaa,8948,117,25,None,None
U2259,SwagyTracks    ,137031,207,272,Verified,None
U2260,kikomori,551,70,39,None,None
U2261,Lagu terbaru,6070,0,30,None,None
U2262,dj reny,7,246,0,None,None
U2263,8day_Montreal    ,70081,1874,3142,Verified,Next Pro
U2264,pinwheeling,73,3,2,None,None
U2265,DaKinG,145,60,1,None,None
U2266,Rose&Bomb Music,44,27,46,None,None
U2267,iVardensphere,1300,12,168,None,None
U2268,AugustAlsina    ,1069253,0,167,Verified,None
U2269,Lê Công Sơn,42,13,5,None,None
U2270,Raptorize,1830,68,3,None,None
U2271,Enno Gealther,407,165,27,None,None
U2272,Hayden Calnin    ,8026,209,57,Verified,None
U2273,Twaun G,103,428,54,None,None
U2274,hoanghai,40,1,14,None,None
U2275,Said The Sky    ,128570,754,58,Verified,Next Pro
U2276,S I Z E    ,126467,95,302,Verified,Next Pro
U2277,Damso,13296,0,26,None,None
U2278,kaijin,290,103,10,None,None
U2279,erinec,20,0,1,None,None
U2280,ceduous,751,3,19,None,None
U2281,Myriel Caya,2084,1,8,None,None
U2282,willymeetsworld,9,7,1,None,None
U2283,e    ,28017,17,400,Verified,None
U2284,antijesusfreaker,50,3,3,None,None
U2285,Wawan,1,1,0,None,None
U2286,user823174,642,0,7,None,None
U2287,juan schoops,70,105,5,None,None
U2288,Alex Dolgner,10,56,19,None,None
U2289,Harry Wills,13,0,8,None,None
U2290,Roberto Gallardo,10,0,0,None,None
U2291,Noel Fraser,286,38,37,None,None
U2292,UapWidya,2443,145,29,None,None
U2293,小慌,93,0,1,None,None
U2294,Tyler-T,346,684,10,None,Next Pro
U2295,Rohan Shukla 2,78,482,0,None,None
U2296,mandii94,24,32,0,None,None
U2297,rakhmat,31,0,1,None,None
U2298,Bedrock Records    ,146614,3,1025,Verified,Next Pro
U2299,resa setiaji,66,9,4,None,None
U2300,Elijah Lee,2394,207,20,None,None
U2301,C-jerk,18,169,0,None,None
U2302,FUNKY FRENCH LEAGUE,3456,126,117,None,Next Pro
U2303,NicNacBeats,5673,13,5,None,None
U2304,ningsy,1,3,0,None,None
U2305,BlackCat273 ✔️,570,141,10,None,None
U2306,Ash Gale Music,511,2,42,None,Next Pro
U2307,Niousha Noor,33,0,1,None,None
U2308,STRFKR    ,63244,29,333,Verified,None
U2309,uyunpalimbunga,9,1,1,None,None
U2310,Just Blaze,1426577,41,15,None,Next Pro
U2311,_mario,6974,518,57,None,Pro
U2312,David Drax,1,15,0,None,None
U2313,ginofmusic,273,267,340,None,Next Pro
U2314,Alexander Spit,8891,300,136,None,Next Pro
U2315,Pharrell Williams    ,36804,0,106,Verified,Next Pro
U2316,Hook N Sling    ,64516,0,129,Verified,Next Pro
U2317,blanc    ,129016,125,329,Verified,Next Pro
U2318,TIEN TIEN    ,58232,10,18,Verified,Next Pro
U2319,steve manton,1,46,0,None,None
U2320,ARTEM GRIGOR,129,26,20,None,None
U2321,racso2099,1295,50,22,None,None
U2322,CassieFansite,1056,2,4,None,None
U2323,sarah_lal,5105,41,20,None,None
U2324,ninjoi.    ,8471,384,78,Verified,None
U2325,yert,200,"1,317",28,None,None
U2326,San Cisco Music    ,452407,0,85,Verified,None
U2327,Jay Chheda,44,142,0,None,None
U2328,YahyaaKalemat,6684,20,55,None,None
U2329,user531449168,0,0,0,None,None
U2330,marlboro.,12550,18,19,None,None
U2331,The Kooks    ,74578,0,312,Verified,None
U2332,Etelka,10,71,0,None,None
U2333,MelenoyOfficial,252,1 person,2,None,None
U2334,user726912128,31,459,0,None,None
U2335,Ahmad Briliantz,249,0,33,None,None
U2336,"KromBOPulous, Michael",138,586,1,None,None
U2337,Matt_Harati,232,2,6,None,None
U2338,OGORMZ Bootlegs,915,1 person,4,None,None
U2339,Essential Music    ,200656,46,373,Verified,None
U2340,Golden Coast,5196,19,15,None,None
U2341,Loopy    ,56706,26,59,Verified,None
U2342,Roadrunner Records    ,2797061,0,183,Verified,None
U2343,Mimi Page,8214,1 person,109,None,None
U2344,qianhui sun,1742,0,1,None,None
U2345,թèէöóòõ,845,2,38,None,None
U2346,Julia Michaels    ,38927,3,47,Verified,None
U2347,erik kolonk,74,2,6,None,None
U2348,anima band,741,23,11,None,None
U2349,MusicKhane,7830,226,30,None,None
U2350,Titan,178,3,34,None,None
U2351,Abdul Latif  Ja'far08,146,1 person,6,None,None
U2352,nelo,7,0,4,None,None
U2353,Tanner Chapdelaine,5496,222,23,None,None
U2354,Dennis Lorenzo 1,25,238,0,None,None
U2355,Bách Trần Huy Hoàng,106,23,21,None,None
U2356,DELUXE (CMR),17001,13,16,None,None
U2357,JASIAH    ,171239,35,69,Verified,None
U2358,Brett Young,15844,0,96,None,None
U2359,Ricky Star,11567,438,23,None,None
U2360,Misael Maya,216,15,8,None,None
U2361,Powfu    ,126362,327,100,Verified,None
U2362,Erlon Souza²,708,141,9,None,None
U2363,Frente Bolivarista    ,21942,91,172,Verified,None
U2364,Yazdan najafi,32,10,2,None,None
U2365,Melon Sound,8776,111,0,None,None
U2366,LIB - PUR9P - 831/ 408,45,218,1,None,None
U2367,Goldroom    ,137233,695,147,Verified,None
U2368,The Unforgotten Soul,170,0,5,None,None
U2369,Enso,2,5,0,None,None
U2370,Slipknot    ,147720,0,244,Verified,None
U2371,JGKiD,48293,22,38,None,None
U2372,Band of Skulls    ,11407,2,105,Verified,None
U2373,EZY Lima    ,42884,131,7,Verified,None
U2374,Jarne Baugnée,1322,200,39,None,None
U2375,Ken Lous,444,6,11,None,None
U2376,LissA,7041,234,17,None,None
U2377,Remzi Kaya Aksuoğlu,9,4,13,None,None
U2378,rhymesayers    ,97858,11,305,Verified,None
U2379,G-MAFIA RECORDS    ,78116,"1,995",2098,Verified,None
U2380,PEPA KNIGHT,2551,208,10,None,None
U2381,Western Vinyl    ,13566,0,341,Verified,None
U2382,Smash The House    ,144313,34,782,Verified,None
U2383,Dim Mak Records    ,559504,158,1533,Verified,None
U2384,Turbo Recordings    ,96284,401,1544,Verified,None
U2385,prialcantara,3978,89,28,None,None
U2386,DRUSKII,2163,"1,249",18,None,None
U2387,User 815500864,20,16,19,None,None
U2388,magplus80,82,4,2,None,None
U2389,...    ,129364,175,58,Verified,None
U2390,graves    ,145675,579,60,Verified,None
U2391,Ohh Deer Music,1863,85,51,None,None
U2392,FifthHarmonyBrasil,3783,11,11,None,None
U2393,The Partysquad    ,91010,"1,778",243,Verified,None
U2394,Pacificano Media,123,236,8,None,None
U2395,IamLeroySanchez    ,50625,8,71,Verified,None
U2396,MAC AYRES    ,61917,136,38,Verified,None
U2397,Bruno Merz,742485,32,34,None,None
U2398,"Lil Yachty, RD, Lil Boat    ",990079,2,208,Verified,None
U2399,Baby Jesus (DaBaby)    ,811089,0,227,Verified,None
U2400,Nu Gianni,8032,"1,051",27,None,None
U2401,splendiferachie    ,32929,121,132,Verified,None
U2402,N Rizki,240,29,27,None,None
U2403,STAPLES,46,106,80,None,None
U2404,YG    ,267711,0,223,Verified,None
U2405,Nelson Perez,5,1 person,0,None,None
U2406,gems ♡,40,34,0,None,None
U2407,Joel Fletcher.    ,182178,1 person,143,Verified,None
U2408,Geographer    ,7022,5,120,Verified,None
U2409,Panic! At The Disco    ,397644,7,160,Verified,None
U2410,User 657512648,3,19,0,None,None
U2411,Asher Paul Roth    ,816992,17,265,Verified,None
U2412,David Rice 14,140,715,0,None,None
U2413,Pijar D. Soedjarwo,8,50,0,None,None
U2414,swrml,394,13,3,None,None
U2415,VRT    ,5169,18,30,Verified,None
U2416,Plastic Fish Records,745,312,15,None,None
U2417,DiPap,12522,6,151,None,None
U2418,Booty eatin juul god,16,4,3,None,None
U2419,HGS,15,0,3,None,None
U2420,Fabio Verto,1481,8,17,None,None
U2421,KIRBYmusic,441,"1,999",3,None,None
U2422,Best Indie Playlists,1971,320,0,None,None
U2423,D3ron,7092,18,17,None,None
U2424,Metal Blade Records    ,1030049,18,1391,Verified,None
U2425,Ella Mai    ,320997,17,65,Verified,None
U2426,Rihanna Releases,1310,55,22,None,None
U2427,Arabic Music أغاني عربية,49952,2,10,None,None
U2428,sociopathnafi,216,1 person,17,None,None
U2429,MR TRAUMATIK    ,104725,0,298,Verified,None
U2430,Being Br!an,338,23,5,None,None
U2431,Xelfmade,57,5,2,None,None
U2432,Bill Doggett,30,0,270,None,None
U2433,FingerEleven,5114,1 person,116,None,None
U2434,HARDWELL    ,1938281,9,640,Verified,None
U2435,anago,1737,9,18,None,None
U2436,Ryan McDevitt,23,23,1,None,None
U2437,M-Omidi Raad,48,0,1,None,None
U2438,Luigi Galvez,6652,2,45,None,None
U2439,thomas lane,140,13,1,None,None
U2440,Walt Ribeiro,17135,12,176,None,None
U2441,Gun5moke,82,1 person,15,None,None
U2442,Prophets Of Rage,2694,15,12,None,None
U2443,Redie,15,98,0,None,None
U2444,indra,2,1 person,0,None,None
U2445,Jordan Beaujour,36,7,4,None,None
U2446,zzz,539,350,12,None,None
U2447,Heba Khater,494,204,3,None,None
U2448,ANDI,434,0,6,None,None
U2449,Keys N Krates    ,302312,610,161,Verified,None
U2450,Joaquín Pardo,374,295,12,None,None
U2451,itsDimmi    ,23680,350,22,Verified,None
U2452,Samuel Bkl,1,8,0,None,None
U2453,Henry Hacking    ,5488,"1,200",124,Verified,None
U2454,Adeel Shabbir,10,29,0,None,None
U2455,Des'ree,630,0,107,None,None
U2456,HONNE    ,122495,4,136,Verified,None
U2457,SOLARDO    ,82550,"1,184",116,Verified,None
U2458,furino,7056,365,62,None,None
U2459,SHAUN FRANK    ,84394,712,51,Verified,None
U2460,quýt nho,1984,12,3,None,None
U2461,Makaveli,201,2,15,None,None
U2462,Paola Sanchez,1,2,0,None,None
U2463,June3rd    ,7271,0,25,Verified,None
U2464,oberraies,482,122,17,None,None
U2465,Harry Nathan    ,4757,1 person,31,Verified,None
U2466,The Dirty Lungs,231,60,19,None,None
U2467,user90263,4,6,1,None,None
U2468,hanif #:))),125,8,10,None,None
U2469,piratka-1,29,0,1,None,None
U2470,hansuhyoon,209,52,2,None,None
U2471,Witt Lowry    ,131968,1 person,60,Verified,None
U2472,JoseV,103,0,1,None,None
U2473,DeeJaySilver    ,9144,12,63,Verified,None
U2474,No Crying,107,492,0,None,None
U2475,ElevatedCreation,417,125,45,None,None
U2476,Borgelite,402,129,13,None,None
U2477,Henmi,2031,266,13,None,None
U2478,lonely god    ,8162,99,78,Verified,None
U2479,Luke Christopher    ,73473,0,153,Verified,None
U2480,Arum Rae,1672,0,45,None,None
U2481,Dj Luisito Mix,59,45,32,None,None
U2482,Rockology,251,0,3,None,None
U2483,S.Mu,22,498,0,None,None
U2484,RazNitzanMusic (RNM)    ,20526,92,1761,Verified,None
U2485,TeamSESH    ,484097,"1,598",667,Verified,None
U2486,ryandougan96,74,735,0,None,None
U2487,Def Jam Recordings    ,8498852,58,76,Verified,None
U2488,All-About-BrunoMars,4570,84,9,None,None
U2489,ccconr,86,45,7,None,None
U2490,yaeow    ,6951,123,53,Verified,None
U2491,Michael Oboyle,386,38,8,None,None
U2492,septianvizyway,74,143,40,None,None
U2493,Capre◎,671,173,15,None,None
U2494,Rockstar Rodie,763,0,9,None,None
U2495,KaraokeTrax,858,0,8,None,None
U2496,"10,000 Maniacs",289,0,193,None,None
U2497,erdene13,39,75,3,None,None
U2498,The Laboratory,139,4,2,None,None
U2499,a7med kamal,74,106,17,None,None
U2500,Xaega,319,1 person,9,None,None
U2501,Marcela Blume,639,0,13,None,None
U2502,Just another girl on the net,13,0,7,None,None
U2503,Harmless    ,12824,35,68,Verified,None
U2504,Lunatic Wolf,1484,560,6,None,None
U2505,MXRXNX DUBZ [SHADOWS CREW],90,"1,327",40,None,None
U2506,Alison Limerick,215,0,71,None,None
U2507,Big Beat Records    ,758003,267,964,Verified,None
U2508,ceeendy,21,271,0,None,None
U2509,TWERL    ,21860,662,9,Verified,None
U2510,Shadow Elmasry (عبدالغنى),2892,1 person,32,None,None
U2511,nicky_cee24,3,4,0,None,None
U2512,jacobplant    ,29167,3,74,Verified,None
U2513,Dj Mamsi,3256,39,47,None,None
U2514,usMan,1220,22,27,None,None
U2515,RapMex-Movimiento,134,1 person,16,None,None
U2516,Death In Vegas,3030,0,154,None,None
U2517,Passenger    ,181763,25,314,Verified,None
U2518,Quartzo Records    ,270864,2,626,Verified,None
U2519,Stefan Kovacs,303,1 person,11,None,None
U2520,Shocorror,1,0,0,None,None
U2521,ekanovarina,222,2,8,None,None
U2522,Rex Freed,10,64,0,None,None
U2523,M/A/R/R/S,77,0,5,None,None
U2524,Katybdiii,138,6,17,None,None
U2525,SHAED    ,15217,27,52,Verified,None
U2526,Eka Rhamdani,27,159,4,None,None
U2527,THUMP    ,214736,"1,874",3720,Verified,None
U2528,W/n,13201,2,6,None,None
U2529,TriggaTrackz,3165,0,46,None,None
U2530,插件💰MilesxFarther,18,21,39,None,None
U2531,Ahmed Abd El-Razek ✪,1235,63,16,None,None
U2532,Joshua Roxby Linden,76,325,0,None,None
U2533,fresh_sneaker_don,62,7,35,None,None
U2534,TowaiReq,75,50,3,None,None
U2535,E SENS,68863,10,14,None,None
U2536,CORBIX,1363,512,4,None,None
U2537,Kasbo    ,135709,576,88,Verified,None
U2538,Manos Fatisis,129,4,11,None,None
U2539,Lagu_Pop_Indonesia,13463,0,3,None,None
U2540,purerecords,643,1 person,60,None,None
U2541,@KENNYREBELIFE    ,18308,1 person,5,Verified,None
U2542,Timun Manis,1001,5,27,None,None
U2543,KiNK    ,118728,23,175,Verified,None
U2544,Jon Gravy,6392,802,24,None,None
U2545,Morro,7,113,0,None,None
U2546,44phantom,3172,0,35,None,None
U2547,Dominic Spaulding 1,88,212,1,None,None
U2548,EmperorScrump,1520,439,22,None,None
U2549,Fueled By Ramen    ,1528613,0,312,Verified,None
U2550,18-Oct,3,0,2,None,None
U2551,Григорий Кашапов,6,36,0,None,None
U2552,atma poetra,2,214,0,None,None
U2553,Sharc,119,56,8,None,None
U2554,Hichkas    ,157564,0,18,Verified,None
U2555,Death Cab for Cutie    ,647328,0,155,Verified,None
U2556,S.D Records,8123,9,6,None,None
U2557,Kouga_AZ,146,0,8,None,None
U2558,TheMovementVibe    ,7580,19,86,Verified,None
U2559,same radi,16,131,0,None,None
U2560,Double Double Whammy,6596,36,257,None,None
U2561,idekman,9,69,0,None,None
U2562,Eliminate*    ,85366,448,35,Verified,None
U2563,The Airborne Toxic Event,7610,0,107,None,None
U2564,outcrossrecords,6835,1 person,422,None,None
U2565,Music,1411,0,0,None,None
U2566,Beakers,1949,2,99,None,None
U2567,Faisal Akbar,20,0,8,None,None
U2568,Besomorph    ,25897,86,134,Verified,None
U2569,Diasttiano,3257,127,21,None,None
U2570,kari,6,45,0,None,None
U2571,Metodi Hristov    ,56703,554,324,Verified,None
U2572,Mike aquino 3,20,94,0,None,None
U2573,Emily and The Woods,2456,0,11,None,None
U2574,5uinto    ,29815,8,941,Verified,None
U2575,Toni Romiti    ,242290,40,78,Verified,None
U2576,MARC E. BASSY    ,95755,260,173,Verified,None
U2577,am.,6516,717,64,None,None
U2578,Kauf    ,7280,450,91,Verified,None
U2579,Fly Muzik Channel ✪,5085,351,30,None,None
U2580,Serge,89,29,51,None,None
U2581,Kevin Hurst,5,10,0,None,None
U2582,******,5681,39,4,None,None
U2583,Nadzarudin,107,17,19,None,None
U2584,Låpsley    ,46207,521,57,Verified,None
U2585,Simon Patterson    ,74830,38,521,Verified,None
U2586,Cat Dealers    ,193697,172,122,Verified,None
U2587,Arden Jones    ,7952,48,45,Verified,None
U2588,JoyceSantana    ,23460,0,110,Verified,None
U2589,Greta Van Fleet,21073,0,32,None,None
U2590,Astronomyy    ,29207,5,13,Verified,None
U2591,Ridho Emir Fauzi 1,0,11,0,None,None
U2592,mahmoud-torabian,654,200,28,None,None
U2593,BuuSleem,746,39,1,None,None
U2594,vuson.tk,154,8,4,None,None
U2595,Hossam MohameD,9442,53,13,None,None
U2596,DJ Inzi,196,21,38,None,None
U2597,linh4325,101,1 person,9,None,None
U2598,Myke Towers    ,214641,23,154,Verified,None
U2599,Mans0ur,73,67,5,None,None
U2600,nân.,28126,118,4,None,None
U2601,nervomusic    ,608634,16,442,Verified,None
U2602,FLOWER,68,109,2,None,None
U2603,ANGHAM.webs,121,0,4,None,None
U2604,Iqra Muqaddas Mehar,1815,5,18,None,None
U2605,MugaTunes    ,63599,"1,984",0,Verified,None
U2606,sim fane,2531,628,24,None,None
U2607,valique,5830,44,25,None,None
U2608,Kristina Marie Greco,264,184,0,None,None
U2609,G-MAFIA MIXES,24734,169,87,None,None
U2610,Mario Zimermman,73,555,2,None,None
U2611,Mai Moeen,1,0,0,None,None
U2612,El HooD Music,639,3,20,None,None
U2613,Pell    ,44268,40,109,Verified,None
U2614,Young Dolph    ,259642,16,266,Verified,None
U2615,Sam,5,28,0,None,None
U2616,hippy_kid<3,6,29,0,None,None
U2617,contactredowl,1196,15,24,None,None
U2618,Jack,5,1 person,0,None,None
U2619,lyokau97,325,95,28,None,None
U2620,MIKE LA FUNK,18830,"1,373",71,None,None
U2621,Ron Suno    ,72941,0,75,Verified,None
U2622,Michael Jackson    ,265649,0,522,Verified,None
U2623,JawadMalik,805,7,21,None,None
U2624,AlekSunDoor,5768,0,8,None,None
U2625,jhomar s,34,4,26,None,None
U2626,Classic Music Company    ,34069,259,363,Verified,None
U2627,citticringle,2507,16,2,None,None
U2628,ATIVAN COREA,18487,28,219,None,None
U2629,Migz Haleco,75025,0,45,None,None
U2630,AAZAR    ,84152,115,67,Verified,None
U2631,Audio Push    ,62564,175,185,Verified,None
U2632,Cvetelina Yaneva Official,593,3,28,None,None
U2633,Dj IsI,8547,154,41,None,None
U2634,Modneb,3965,20,43,None,None
U2635,Noreaga,1405,0,43,None,None
U2636,Dj Kathy blue,163,60,4,None,None
U2637,Unclevanja,97,95,0,None,None
U2638,jimmyforbs,32,29,0,None,None
U2639,Kolo Barrera,234,228,28,None,None
U2640,Jake Raguso,32,150,0,None,None
U2641,Laraib,241,50,3,None,None
U2642,Delicious Vinyl,14392,394,122,None,None
U2643,Richard Smith,6,68,11,None,None
U2644,Gyant | Ugiie,336,29,2,None,None
U2645,WeMeanDisco!!,221,3,1,None,None
U2646,José Ferrando,2506,7,28,None,None
U2647,SektionKuchikaschtli,97,0,1,None,None
U2648,Shah Rukh✪,2959,4,14,None,None
U2649,Evan Aldino,16,117,2,None,None
U2650,Sha Ek    ,12791,5,44,Verified,None
U2651,Black Letters,2313,9,12,None,None
U2652,stȧtic,80,37,6,None,None
U2653,Dropitoffdotnet,1121,432,23,None,None
U2654,user985396004,15,0,1,None,None
U2655,sasahegzy,2213,3,2,None,None
U2656,SaRa Ahmed,3057,0,8,None,None
